filename,duration_sec,peak_abs,mean_abs,rms,zcr_hz
6229.220802160000.wav,267.996,0.99176025390625,0.0178745500743389,0.0319313257932662,413.5472412109375
6229.220805100000.wav,267.99975,0.328155517578125,0.0106905102729797,0.0139345927163958,7459.65283203125
6229.220823124000.wav,267.993,0.354339599609375,0.0106768878176808,0.0156524740159511,9802.2158203125
6229.220802164000.wav,267.9845,0.083648681640625,0.0102965226396918,0.0128823136910796,379.5704956054688
6229.220802162000.wav,267.9845,0.661285400390625,0.0088970717042684,0.0113891307264566,418.942138671875
6229.220816204000.wav,267.99425,0.33673095703125,0.0060249865055084,0.0135118346661329,6617.91845703125
6229.220810012000.wav,267.99075,0.270782470703125,0.0053176116198301,0.0102235712110996,6773.3720703125
6229.220817040000.wav,267.999,0.364349365234375,0.0036595792043954,0.0074347909539937,5412.78955078125
6229.220806184000.wav,267.98075,0.955963134765625,0.0035803504288196,0.0091613521799445,6789.19677734375
6229.220813014000.wav,267.9905,0.061492919921875,0.0033881261479109,0.0043492084369063,6339.318359375
6229.220810020000.wav,267.98775,0.15301513671875,0.0033323520328849,0.0043687717989087,11468.8271484375
6229.220813012000.wav,267.9925,0.033294677734375,0.0033114263787865,0.0041883988305926,5803.009765625
6229.220802180000.wav,267.957,1.0,0.0032046979758888,0.0094250561669468,471.87799072265625
6229.220812070000.wav,267.97975,0.1396484375,0.0031431782990694,0.0041563608683645,4587.50341796875
6229.220823134000.wav,267.9825,0.302215576171875,0.0031421366147696,0.0051331198774278,9454.46484375
6229.220809202000.wav,267.98025,0.26165771484375,0.0030973048415035,0.0049392469227313,4280.677734375
6229.220830110000.wav,267.9815,0.205841064453125,0.0030275494791567,0.0046064066700637,7594.9462890625
6229.220812100000.wav,267.98725,0.070648193359375,0.0029685595072805,0.0037594174500554,5400.037109375
6229.220809200000.wav,267.98675,0.069122314453125,0.0028623319230973,0.003636272624135,4655.22265625
6229.220812072000.wav,267.97975,0.072113037109375,0.0028408039361238,0.0036348938010632,5127.23828125
6229.220823130000.wav,267.9595,0.172515869140625,0.0027746576815843,0.0041011520661413,11680.306640625
6229.220812090000.wav,267.981,0.127838134765625,0.002691485453397,0.0034643195103853,4787.99609375
6229.220812094000.wav,267.98725,0.0633544921875,0.002686946419999,0.0034021090250462,4880.41943359375
6229.220810004000.wav,267.97775,0.099853515625,0.0026834832970052,0.0034065379295498,5888.6943359375
6229.220812092000.wav,267.981,0.072479248046875,0.0026750604156404,0.0034246395807713,5092.24951171875
6229.220812080000.wav,267.9875,0.074462890625,0.00266490643844,0.0034511918202042,4824.18798828125
6229.220816192000.wav,267.997,0.1514892578125,0.0026531857438385,0.0045428089797496,10178.8154296875
6229.220823132000.wav,267.9595,0.117950439453125,0.002611146075651,0.0036220052279531,11213.982421875
6229.220812064000.wav,267.9975,0.135833740234375,0.0025911224074661,0.0033404747955501,4845.056640625
6229.220812082000.wav,267.99175,0.046051025390625,0.0025771863292902,0.0032525302376598,5172.3984375
6229.220805112000.wav,267.985,0.707244873046875,0.0025305973831564,0.0060704736970365,8317.029296875
6229.220812074000.wav,267.9875,0.027587890625,0.0025254008360207,0.0031820540316402,5236.125
6229.220812084000.wav,267.99175,0.033905029296875,0.0025222699623554,0.0031848379876464,5083.44775390625
6229.220814124000.wav,267.9995,0.08294677734375,0.0024797902442514,0.0032032968010753,5194.88330078125
6229.220812062000.wav,267.9975,0.053009033203125,0.0024721219670027,0.0031646874267607,5589.8955078125
6229.220816160000.wav,267.9875,0.350860595703125,0.0024714386090636,0.0065877949818968,3491.267333984375
6229.220810014000.wav,267.98775,0.03265380859375,0.0024564620107412,0.0030928615015,9094.5048828125
6229.220810010000.wav,267.99075,0.1114501953125,0.002402106532827,0.0031763948500156,6638.41943359375
6229.220830044000.wav,267.99725,0.19744873046875,0.0023770870175212,0.0034244388807564,8883.095703125
6229.220812102000.wav,267.992,0.053436279296875,0.0023659239523112,0.0029959292151033,4979.54443359375
6229.220805104000.wav,267.98125,0.36773681640625,0.0023649658542126,0.0036115595139563,7289.30126953125
6229.220810022000.wav,267.996,0.036376953125,0.0023497964721173,0.002961466088891,10685.1572265625
6229.220813020000.wav,267.9905,0.02813720703125,0.0023249064106494,0.0029450790025293,5269.462890625
6229.220807212000.wav,267.979,0.9686279296875,0.0023128283210098,0.0078868856653571,8365.15234375
6229.220805122000.wav,267.9635,0.768768310546875,0.0022937066387385,0.0064781410619616,7850.38671875
6229.220809204000.wav,267.98025,0.037567138671875,0.0022934433072805,0.0028856012504547,4335.1669921875
6229.220813010000.wav,267.9925,0.050323486328125,0.0022828844375908,0.0029132002964615,5060.57470703125
6229.220805102000.wav,267.98125,0.198944091796875,0.0022698992397636,0.0031907961238175,8349.4013671875
6229.220812222000.wav,267.997,0.02374267578125,0.0022268928587436,0.0028194629121571,5547.931640625
6229.220823140000.wav,267.9825,0.20654296875,0.0022197871003299,0.0036162759643048,10998.8525390625
6229.220805110000.wav,267.985,0.10357666015625,0.0022197675425559,0.0030625022482126,8262.7060546875
6229.220812160000.wav,267.98375,0.16387939453125,0.0022143563255667,0.005052434746176,5025.48779296875
6229.220805194000.wav,267.986,0.17852783203125,0.0021768785081803,0.0032206343021243,8885.7626953125
6229.220809194000.wav,267.98675,0.023101806640625,0.0021694004535675,0.0027247411198914,4431.11474609375
6229.220812114000.wav,267.98775,0.027496337890625,0.0021671690046787,0.0027354082558304,4643.037109375
6229.220823144000.wav,267.984,0.313385009765625,0.0021435422822833,0.0036018218379467,9320.466796875
6229.220805114000.wav,267.99725,0.50311279296875,0.00213955482468,0.003793207462877,9054.8359375
6229.220808174000.wav,267.9815,0.16436767578125,0.0021312285680323,0.0033594586420804,7995.74658203125
6229.220811184000.wav,267.97175,0.03887939453125,0.0021076940465718,0.0026604430750012,5349.73974609375
6229.220823142000.wav,267.984,0.0931396484375,0.00210647075437,0.0029726410284638,10324.158203125
6229.220804080000.wav,267.982,0.128753662109375,0.0020948962774127,0.0036389383021742,10375.865234375
6229.220820220000.wav,267.9935,0.080810546875,0.0020879157818853,0.0027013327926397,7478.13720703125
6229.220812104000.wav,267.992,0.036895751953125,0.0020855388138443,0.0026326347142457,4957.640625
6229.220814130000.wav,267.994,0.02734375,0.0020850237924605,0.0026288107037544,4645.8056640625
6229.220822030000.wav,267.9985,0.052093505859375,0.0020650569349527,0.0031165042892098,3595.29638671875
6229.220805190000.wav,267.98275,0.198974609375,0.0020359654445201,0.0029837286565452,7953.33349609375
6229.220809192000.wav,267.97675,0.027313232421875,0.0020358166657388,0.0025590669829398,4269.36669921875
6229.220830122000.wav,267.9885,0.068634033203125,0.0020224577747285,0.0025867829099297,8761.9921875
6229.220830112000.wav,267.9815,0.2344970703125,0.0020145596936345,0.0034724071156233,8132.95751953125
6229.220810024000.wav,267.996,0.113800048828125,0.0020014506299048,0.0025344151072204,9878.275390625
6229.220809210000.wav,267.99675,0.064300537109375,0.0019957318436354,0.0025253312196582,4201.94677734375
6229.220812110000.wav,267.99025,0.034454345703125,0.0019893913995474,0.0025128158740699,4675.6962890625
6229.220812120000.wav,267.98775,0.03399658203125,0.0019717796240001,0.0025078426115214,4661.88134765625
6229.220812112000.wav,267.99025,0.13494873046875,0.0019557622727006,0.0025553340092301,4666.99462890625
6229.220812224000.wav,267.997,0.025299072265625,0.0019552202429622,0.0024848910979926,5027.61279296875
6229.220817060000.wav,267.984,0.090087890625,0.0019372298847883,0.0025081576313823,7862.873046875
6229.220830144000.wav,267.9815,0.9871826171875,0.0019314259989187,0.0127164525911211,7226.73095703125
6229.220814122000.wav,267.9995,0.022735595703125,0.0019246129086241,0.0024313000030815,4894.62890625
6229.220823122000.wav,267.993,0.194793701171875,0.0019231477053835,0.0034379847347736,2978.5966796875
6229.220809190000.wav,267.97675,0.216339111328125,0.0019140953663736,0.0028918609023094,4220.06396484375
6229.220824040000.wav,267.99275,0.36688232421875,0.0019098141929134,0.0050296741537749,5164.703125
6229.220810040000.wav,267.9865,0.063995361328125,0.0019069752888754,0.0024170321412384,9135.1357421875
6229.220809214000.wav,267.99675,0.045684814453125,0.001905512297526,0.0024032595101743,4341.806640625
6229.220818034000.wav,267.98175,0.089324951171875,0.0018992908298969,0.0030023651197552,7993.2353515625
6229.220830120000.wav,267.9975,0.094573974609375,0.001898079062812,0.0024789539165794,8973.0126953125
6229.220809212000.wav,267.99675,0.040557861328125,0.0018975882558152,0.0023926589637994,4180.43115234375
6229.220810030000.wav,267.991,0.21875,0.0018836427479982,0.0035069370642304,8405.2529296875
6229.220812220000.wav,267.96875,0.04388427734375,0.0018729913281276,0.0023736907169222,5124.59423828125
6229.220809232000.wav,267.981,0.1602783203125,0.0018674776656553,0.0025953345466405,4155.81689453125
6229.220812030000.wav,267.983,0.03564453125,0.001866718288511,0.0023857592605054,4076.908203125
